Movie name,Year_of_Release,Watch_Time,Genre,Movie_Rating,Metascore of movie,Votes,Gross,Description
Zodiac,2007,157 min,"Crime,Drama,Mystery",7.7,79        ,"558,248",$33.08M,"Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree."
La vie d'Adèle,2013,180 min,"Drama,Romance",7.7,90        ,"156,538",$2.20M,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss."
Primal Fear,1996,129 min,"Crime,Drama,Mystery",7.7,47        ,"230,177",$56.12M,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep."
Ocean's Eleven,2001,116 min,"Crime,Thriller",7.7,74        ,"588,494",$183.42M,Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.
Apollo 13,I 1995,140 min,"Adventure,Drama,History",7.7,77        ,"302,062",$173.84M,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.
Evil Dead II,1987,84 min,"Comedy,Horror",7.7,72        ,"170,620",$5.92M,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.
Lost in Translation,2003,102 min,"Comedy,Drama",7.7,91        ,"465,471",$44.59M,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.
Happiness,1998,134 min,"Comedy,Drama",7.7,81        ,"71,877",$2.81M,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts which society as a whole might find disturbing in a desperate search for human connection."
The Lego Movie,2014,100 min,"Animation,Action,Adventure",7.7,83        ,"366,192",$257.76M,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis."
Tangled,2010,100 min,"Animation,Adventure,Comedy",7.7,71        ,"466,360",$200.82M,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is."
Coraline,2009,100 min,"Animation,Drama,Family",7.7,80        ,"240,815",$75.29M,"An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets."
Druk,2020,117 min,"Comedy,Drama",7.7,79        ,"171,223",NA,Four high-school teachers consume alcohol on a daily basis to see how it affects their social and professional lives.
The Last of the Mohicans,1992,112 min,"Action,Adventure,Drama",7.7,76        ,"176,453",$75.51M,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.
The Game,1997,129 min,"Drama,Mystery,Thriller",7.7,63        ,"407,165",$48.32M,"After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him."
Black Hawk Down,2001,144 min,"Action,Drama,History",7.7,74        ,"405,079",$108.64M,"The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily armed Somalis."
(500) Days of Summer,2009,95 min,"Comedy,Drama,Romance",7.7,76        ,"528,149",$32.39M,"After being dumped by the girl he believes to be his soulmate, hopeless romantic Tom Hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back."
X: First Class,2011,131 min,"Action,Sci-Fi",7.7,65        ,"702,658",$146.41M,"In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them."
Y tu mamá también,2001,106 min,Drama,7.7,89        ,"125,360",$13.62M,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other."
Brokeback Mountain,2005,134 min,"Drama,Romance",7.7,87        ,"366,142",$83.04M,Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.
Silver Linings Playbook,2012,122 min,"Comedy,Drama,Romance",7.7,81        ,"719,572",$132.09M,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own."
Crash,I 2004,112 min,"Crime,Drama,Thriller",7.7,66        ,"441,609",$54.58M,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption."
Training Day,2001,122 min,"Action,Crime,Drama",7.7,69        ,"448,009",$76.63M,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.
Blue Velvet,1986,120 min,"Crime,Drama,Mystery",7.7,76        ,"205,080",$8.55M,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child."
Birdman or (The Unexpected Virtue of Ignorance),2014,119 min,"Comedy,Drama",7.7,87        ,"643,385",$42.34M,"A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production."
En man som heter Ove,2015,116 min,"Comedy,Drama,Romance",7.7,70        ,"62,446",$3.48M,"Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors."
Deliverance,1972,109 min,"Adventure,Drama,Thriller",7.7,80        ,"113,295",$7.06M,"Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country."
Man on Fire,2004,146 min,"Action,Crime,Drama",7.7,47        ,"370,485",$77.91M,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect."
The Magnificent Seven,1960,128 min,"Action,Adventure,Drama",7.7,74        ,"97,792",$4.91M,Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.
Road to Perdition,2002,117 min,"Crime,Drama,Thriller",7.7,72        ,"274,936",$104.45M,"A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge."
What's Eating Gilbert Grape,1993,118 min,Drama,7.7,73        ,"243,106",$9.17M,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.
Sound of Metal,2019,120 min,"Drama,Music",7.7,82        ,"135,629",NA,A heavy-metal drummer's life is thrown into freefall when he begins to lose his hearing.
Gravity,2013,91 min,"Drama,Sci-Fi,Thriller",7.7,96        ,"838,378",$274.09M,Two astronauts work together to survive after an accident leaves them stranded in space.
The Machinist,2004,101 min,"Drama,Thriller",7.7,61        ,"399,343",$1.08M,An industrial worker who hasn't slept in a year begins to doubt his own sanity.
Midnight in Paris,2011,94 min,"Comedy,Fantasy,Romance",7.7,81        ,"433,189",$56.82M,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight."
Who Framed Roger Rabbit,1988,104 min,"Animation,Adventure,Comedy",7.7,83        ,"206,983",$156.45M,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.
Empire of the Sun,1987,153 min,"Drama,War",7.7,62        ,"129,259",$22.24M,A young English boy struggles to survive under Japanese occupation of China during World War II.
A Few Good Men,1992,138 min,"Drama,Thriller",7.7,62        ,"271,918",$141.34M,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.
Wreck-It Ralph,2012,101 min,"Animation,Adventure,Comedy",7.7,72        ,"434,119",$189.42M,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives."
Toy Story 4,2019,100 min,"Animation,Adventure,Comedy",7.7,84        ,"259,994",$434.04M,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy."
First Blood,1982,93 min,"Action,Adventure,Thriller",7.7,61        ,"260,990",$47.21M,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.
As Good as It Gets,1997,139 min,"Comedy,Drama,Romance",7.7,67        ,"306,170",$148.48M,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery."
The Boondock Saints,1999,108 min,"Action,Thriller",7.7,44        ,"242,841",$0.03M,Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.
Sense and Sensibility,1995,136 min,"Drama,Romance",7.7,84        ,"119,608",$43.18M,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites."
Halloween,1978,91 min,"Horror,Thriller",7.7,87        ,"287,511",$47.00M,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again."
"O Brother, Where Art Thou?",2000,107 min,"Adventure,Comedy,Crime",7.7,69        ,"318,964",$45.51M,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them."
Dirty Harry,1971,102 min,"Action,Crime,Thriller",7.7,87        ,"160,944",$35.90M,"When a man calling himself ""the Scorpio Killer"" menaces San Francisco, tough-as-nails Police Inspector ""Dirty"" Harry Callahan is assigned to track down the crazed psychopath."
The Boy in the Striped Pajamas,2008,94 min,"Drama,War",7.7,55        ,"227,992",$9.03M,"Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences."
The Trial of the Chicago 7,2020,129 min,"Drama,History,Thriller",7.7,76        ,"182,934",NA,"The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois."
Being John Malkovich,1999,113 min,"Comedy,Drama,Fantasy",7.7,90        ,"342,707",$22.86M,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.
The Theory of Everything,2014,123 min,"Biography,Drama,Romance",7.7,71        ,"461,933",$35.89M,A look at the relationship between the famous physicist Stephen Hawking and his wife.
The Fault in Our Stars,2014,126 min,"Drama,Romance",7.7,69        ,"385,551",$124.87M,Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.
Adaptation.,2002,115 min,"Comedy,Drama",7.7,83        ,"196,499",$22.25M,A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.
3:10 to Yuma,2007,122 min,"Action,Crime,Drama",7.7,76        ,"319,086",$53.61M,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.
"South Park: Bigger, Longer & Uncut",1999,81 min,"Animation,Comedy,Fantasy",7.7,73        ,"209,035",$52.04M,"When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame."
Clerks,1994,92 min,Comedy,7.7,70        ,"226,761",$3.15M,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof."
When Harry Met Sally...,1989,95 min,"Comedy,Drama,Romance",7.7,76        ,"227,538",$92.82M,"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship."
The Color Purple,1985,154 min,Drama,7.7,78        ,"89,811",$98.47M,A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.
The Last Emperor,1987,163 min,"Biography,Drama,History",7.7,76        ,"106,747",$43.98M,"Dramatization of China's last emperor, Puyi."
Der Name der Rose,1986,130 min,"Drama,Mystery,Thriller",7.7,54        ,"111,505",$7.15M,An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.
Philadelphia,1993,125 min,Drama,7.7,66        ,"247,762",$77.32M,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit."
Flipped,I 2010,90 min,"Comedy,Drama,Romance",7.7,45        ,"93,116",$1.75M,Two eighth-graders start to have feelings for each other despite being total opposites.
Star Trek Into Darkness,2013,132 min,"Action,Adventure,Sci-Fi",7.7,72        ,"488,405",$228.78M,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction."
Fried Green Tomatoes,1991,130 min,Drama,7.7,64        ,"77,491",$82.42M,A housewife who is unhappy with her life befriends an old lady at a nursing home and is enthralled by the tales she tells of people she used to know.
Donnie Brasco,1997,127 min,"Biography,Crime,Drama",7.7,76        ,"315,590",$41.91M,"An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one."
Glengarry Glen Ross,1992,100 min,"Crime,Drama,Mystery",7.7,82        ,"109,694",$10.73M,An examination of the machinations behind the scenes at a real estate office.
Naked,1993,131 min,"Comedy,Drama",7.7,85        ,"41,254",$1.77M,An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.
Goldfinger,1964,110 min,"Action,Adventure,Thriller",7.7,87        ,"194,879",$51.08M,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve."
Roma,2018,135 min,Drama,7.7,96        ,"163,001",NA,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.
The French Connection,1971,104 min,"Action,Crime,Drama",7.7,94        ,"127,015",$15.63M,"A pair of NYPD detectives in the Narcotics Bureau stumble onto a heroin smuggling ring based in Marseilles, but stopping them and capturing their leaders proves an elusive goal."
Lucky Number Slevin,2006,110 min,"Crime,Drama,Thriller",7.7,53        ,"318,308",$22.49M,"A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him."
Serpico,1973,130 min,"Biography,Crime,Drama",7.7,81        ,"127,269",$29.80M,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.
Bonnie and Clyde,1967,111 min,"Action,Biography,Crime",7.7,86        ,"116,014",NA,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks."
Billy Elliot,2000,110 min,"Drama,Music",7.7,74        ,"138,034",$22.00M,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.
Star Trek II: The Wrath of Khan,1982,113 min,"Action,Adventure,Sci-Fi",7.7,68        ,"124,697",$78.91M,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon."
The African Queen,1951,105 min,"Adventure,Drama,Romance",7.7,91        ,"80,874",$0.54M,"In WWI East Africa, a gin-swilling Canadian riverboat captain is persuaded by a strait-laced English missionary to undertake a trip up a treacherous river and use his boat to attack a German gunship."
La grande bellezza,2013,141 min,Drama,7.7,86        ,"93,569",$2.85M,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty."
Kung fu,2004,99 min,"Action,Comedy,Fantasy",7.7,78        ,"143,705",$17.11M,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf."
Ordinary People,1980,124 min,Drama,7.7,86        ,"54,142",$54.80M,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father and the guilt-ridden younger son."
Miller's Crossing,1990,115 min,"Crime,Drama,Thriller",7.7,66        ,"137,859",$5.08M,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties."
Malcolm X,1992,202 min,"Biography,Drama,History",7.7,73        ,"97,651",$48.17M,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam."
Paprika,2006,90 min,"Animation,Drama,Fantasy",7.7,81        ,"87,033",$0.88M,"When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it."
Lola rennt,1998,81 min,"Action,Crime,Thriller",7.7,77        ,"201,949",$7.27M,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks."
This Is England,2006,101 min,"Crime,Drama",7.7,86        ,"124,686",$0.33M,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit."
The Verdict,1982,129 min,Drama,7.7,77        ,"42,663",$54.00M,"An outcast, alcoholic Boston lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling."
Ray,I 2004,152 min,"Biography,Drama,Music",7.7,73        ,"151,422",$75.33M,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s."
Kaze tachinu,2013,126 min,"Animation,Biography,Drama",7.7,83        ,"89,751",$5.21M,"A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II."
Belle de jour,1967,100 min,"Drama,Romance",7.7,NA,"46,352",$0.03M,A frigid young housewife decides to spend her midweek afternoons as a prostitute.
Kubo and the Two Strings,2016,101 min,"Animation,Action,Adventure",7.7,84        ,"132,968",$48.02M,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.
Finding Neverland,2004,106 min,"Biography,Drama,Family",7.7,67        ,"208,619",$51.68M,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.
The Longest Day,1962,178 min,"Action,Drama,History",7.7,75        ,"57,238",$39.10M,"The events of D-Day, told on a grand scale from both the Allied and German points of view."
Hamlet,1996,242 min,Drama,7.7,NA,"38,904",$4.41M,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing."
À bout de souffle,1960,90 min,"Crime,Drama",7.7,NA,"84,288",$0.34M,"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he reunites with a hip American journalism student and attempts to persuade her to run away with him to Italy."
The Quiet Man,1952,129 min,"Comedy,Drama,Romance",7.7,85        ,"40,279",$10.55M,"A retired American boxer returns to the village of his birth in 1920s Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union."
Abre los ojos,1997,119 min,"Drama,Mystery,Sci-Fi",7.7,NA,"70,931",$0.37M,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured."
Me and Earl and the Dying Girl,2015,105 min,"Comedy,Drama,Romance",7.7,74        ,"134,310",$6.74M,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer."
Badlands,1973,94 min,"Action,Crime,Drama",7.7,93        ,"74,994",NA,"An impressionable teenage girl from a dead-end town, and her older greaser boyfriend, embark on a killing spree in the South Dakota Badlands."
The Dirty Dozen,1967,150 min,"Action,Adventure,War",7.7,73        ,"75,792",$45.30M,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers."
Beasts of No Nation,2015,137 min,"Drama,War",7.7,79        ,"83,662",$0.08M,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country."
Key Largo,1948,100 min,"Action,Crime,Drama",7.7,NA,"42,231",NA,"A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other."
Ajeossi,2010,119 min,"Action,Crime,Drama",7.7,NA,"71,687",$0.01M,A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.
Zwartboek,2006,145 min,"Drama,Thriller,War",7.7,71        ,"78,202",$4.40M,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance."
La planète sauvage,1973,72 min,"Animation,Sci-Fi",7.7,73        ,"33,523",$0.19M,"On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders."
Short Cuts,1993,188 min,"Comedy,Drama",7.7,81        ,"45,966",$6.11M,The day-to-day lives of several suburban Los Angeles residents.
Cape Fear,1962,106 min,"Drama,Thriller",7.7,76        ,"30,257",NA,A lawyer's family is stalked by a man he once helped put in jail.
Fantasia,1940,124 min,"Animation,Family,Fantasy",7.7,96        ,"99,306",$76.41M,"A collection of animated interpretations of great works of Western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, supernatural and sacred."
Chun gwong cha sit,1997,96 min,"Drama,Romance",7.7,70        ,"31,351",$0.19M,A couple take a trip to Argentina but both men find their lives drifting apart in opposite directions.
Waking Life,2001,99 min,"Animation,Drama,Fantasy",7.7,83        ,"65,416",$2.89M,A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.
Zulu,1964,138 min,"Drama,History,War",7.7,77        ,"40,708",NA,Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.
Kurenai no buta,1992,94 min,"Animation,Adventure,Comedy",7.7,83        ,"93,472",NA,"In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig."
Kokuhaku,2010,106 min,"Drama,Thriller",7.7,NA,"40,397",NA,A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.
Le Petit Prince,2015,108 min,"Animation,Adventure,Drama",7.7,70        ,"63,920",$1.34M,"A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince."
Nebraska,2013,115 min,Drama,7.7,86        ,"120,052",$17.65M,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize."
Black Narcissus,1947,101 min,Drama,7.7,86        ,"25,995",NA,"A group of nuns struggle to establish a convent in the Himalayas, while isolation, extreme weather, altitude, and culture clashes all conspire to drive the well-intentioned missionaries mad."
Spoorloos,1988,107 min,"Mystery,Thriller",7.7,NA,"40,686",NA,"Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor."
Perfetti sconosciuti,2016,96 min,"Comedy,Drama",7.7,NA,"67,715",NA,"Seven long-time friends meet for dinner. They decide to share their text messages, emails and phone calls. Secrets are unveiled. Harmony trembles."
A Man for All Seasons,1966,120 min,"Biography,Drama,History",7.7,72        ,"35,733",$28.35M,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry."
Invasion of the Body Snatchers,1956,80 min,"Drama,Horror,Sci-Fi",7.7,92        ,"51,932",NA,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.
Good Bye Lenin!,2003,121 min,"Comedy,Drama,Romance",7.7,68        ,"148,862",$4.06M,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared."
La double vie de Véronique,1991,98 min,"Drama,Fantasy,Music",7.7,86        ,"50,486",$2.00M,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected."
Omoide no Marnie,2014,103 min,"Animation,Drama,Family",7.7,72        ,"43,173",$0.77M,"Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie."
Lat sau san taam,1992,128 min,"Action,Crime,Thriller",7.7,NA,"51,935",NA,A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.
Diarios de motocicleta,2004,126 min,"Adventure,Biography,Drama",7.7,75        ,"102,764",$16.78M,The dramatization of a motorcycle road trip Che Guevara went on in his youth that showed him his life's calling.
Night on Earth,1991,129 min,"Comedy,Drama",7.7,68        ,"62,472",$2.02M,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.
Scarface,1932,93 min,"Action,Crime,Drama",7.7,87        ,"28,968",NA,"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall."
Ondskan,2003,113 min,Drama,7.7,61        ,"39,951",$0.02M,"A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back."
Hedwig and the Angry Inch,2001,95 min,"Comedy,Drama,Music",7.7,85        ,"36,369",$3.03M,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.
Wait Until Dark,1967,108 min,Thriller,7.7,81        ,"31,925",$17.55M,A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.
Forushande,2016,124 min,"Drama,Thriller",7.7,85        ,"62,188",$2.40M,"While Ranaa and Emad, a married couple, are participating in a production of ""Death of a Salesman,"" she is assaulted in their new home, which leaves him determined to find the perpetrator over his wife's traumatized objections."
Das Experiment,2001,120 min,"Drama,Thriller",7.7,60        ,"94,847",$0.14M,"For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence."
The Broken Circle Breakdown,2012,111 min,"Drama,Music,Romance",7.7,70        ,"41,934",$0.18M,"Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial."
Frost/Nixon,2008,122 min,"Biography,Drama,History",7.7,80        ,"109,963",$18.59M,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.
Les triplettes de Belleville,2003,80 min,"Animation,Adventure,Comedy",7.7,91        ,"55,583",$7.00M,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him."
The Caine Mutiny,1954,124 min,"Drama,War",7.7,63        ,"28,583",$21.75M,"When a U.S. Naval captain shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command and faces court martial for mutiny."
Yume,1990,119 min,"Drama,Fantasy",7.7,NA,"27,456",$1.96M,A collection of tales based upon eight of director Akira Kurosawa's recurring dreams.
Down by Law,1986,107 min,"Comedy,Crime,Drama",7.7,75        ,"53,005",$1.44M,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state."
Toki o kakeru shôjo,2006,98 min,"Animation,Adventure,Comedy",7.7,66        ,"68,105",NA,"A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own."
Ta'm e guilass,1997,95 min,Drama,7.7,80        ,"32,992",$0.31M,An Iranian man drives his car in search of someone who will quietly bury him under a cherry tree after he commits suicide.
Adams æbler,2005,94 min,"Comedy,Crime,Drama",7.7,51        ,"52,245",$0.00M,A neo-Nazi sentenced to community service at a church clashes with the blindly devoted minister.
Efter brylluppet,2006,120 min,Drama,7.7,78        ,"35,620",$0.41M,"A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret."
Gongdong gyeongbi guyeok JSA,2000,110 min,"Action,Drama,Thriller",7.7,58        ,"31,995",NA,"After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened."
The Magdalene Sisters,2002,114 min,Drama,7.7,83        ,"27,740",$4.89M,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.
In America,2002,105 min,Drama,7.7,76        ,"43,649",$15.54M,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.
The Breadwinner,2017,94 min,"Animation,Drama,Family",7.7,78        ,"26,732",$0.31M,"In 2001, Afghanistan is under the control of the Taliban. When her father is captured, a determined young girl disguises herself as a boy in order to provide for her family."
Love and Death,1975,85 min,"Comedy,War",7.7,89        ,"39,497",NA,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon."
